HDFC BANK LTD
"Statement of account for Salaried professional, Bengaluru"
Account No,501006433012
Account Type,SAVINGS ACCOUNT

Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
05/06/26,ACH DR HDFC BANK HOME LOAN EMI JUN26,,05/06/26,21500.00,,423568.09
05/06/26,POS 4658XXXXXXXX8579 MYNTRA DESIGNS PVT LTD,,05/06/26,5240.63,,418327.46
05/06/26,UPI/225782103102/DOMINOS PIZZA IND/ICIC,,05/06/26,653.71,,417673.75
05/06/26,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,05/06/26,1199.00,,416474.75
06/06/26,POS 4378XXXXXXXX1049 STEAM GAMES VALVE CORP,,06/06/26,688.03,,415786.72
06/06/26,POS 5569XXXXXXXX5138 HPCL PETROL PUMP,,06/06/26,3392.34,,412394.38
06/06/26,UPI/642649121005/ZERODHA BROKING MF SIP/ZERO,,06/06/26,20000.00,,392394.38
07/06/26,ACH DR NETFLIX ENTERTAINMENT SVC,,07/06/26,649.00,,391745.38
07/06/26,POS 4510XXXXXXXX2732 THIRD WAVE COFFEE,,07/06/26,295.88,,391449.50
08/06/26,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,08/06/26,2558.73,,388890.77
09/06/26,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,09/06/26,3015.00,,385875.77
09/06/26,POS 5516XXXXXXXX9527 MCDONALDS INDIA PVT,,09/06/26,645.28,,385230.49
09/06/26,UPI/680871812594/BLINKIT GROCERY/HDFC,,09/06/26,751.69,,384478.80
11/06/26,ACH DR SPOTIFY INDIA PREMIUM,,11/06/26,164.00,,384314.80
11/06/26,POS 4627XXXXXXXX7541 HPCL PETROL PUMP,,11/06/26,2017.63,,382297.17
12/06/26,UPI/364307292557/BARBEQUE NATION HOSP/HDFC,,12/06/26,2922.92,,379374.25
12/06/26,UPI/723178061304/MAHANAGAR GAS BILL PAY/MGAS,,12/06/26,970.69,,378403.56
13/06/26,UPI/828903175155/COUNTRY DELIGHT MILK/AXIS,,13/06/26,649.44,,377754.12
14/06/26,ATW-5143XXXXXXXX4481-HDFC BANK ATM CASH WITHDRAWAL,,14/06/26,10000.00,,367754.12
14/06/26,POS 4842XXXXXXXX8640 MAKEMYTRIP FLIGHT BOOKING BLR-GOI,,14/06/26,38400.00,,329354.12
14/06/26,UPI/245876038352/BARBEQUE NATION HOSP/HDFC,,14/06/26,3866.16,,325487.96
14/06/26,UPI/283223839255/PAYTM FASTAG RECHARGE/PYTM,,14/06/26,540.66,,324947.30
14/06/26,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,14/06/26,599.00,,324348.30
15/06/26,POS 4107XXXXXXXX8675 TAJ RESORTS HOTEL BOOKING,,15/06/26,46800.00,,277548.30
15/06/26,POS 4581XXXXXXXX3483 MCDONALDS INDIA PVT,,15/06/26,312.17,,277236.13
15/06/26,UPI/927030235367/NAMMA YATRI/AXIS,,15/06/26,178.07,,277058.06
15/06/26,UPI/957977325218/NYKAA ECOMM/ICIC,,15/06/26,1345.35,,275712.71
16/06/26,ACH DR ADOBE CREATIVE CLOUD,,16/06/26,1846.00,,273866.71
17/06/26,ATW-4783XXXXXXXX3455-HDFC BANK ATM CASH WITHDRAWAL,,17/06/26,10000.00,,263866.71
17/06/26,UPI/339998803575/BARBEQUE NATION HOSP/HDFC,,17/06/26,3252.54,,260614.17
17/06/26,UPI/709636693149/PAYTM FASTAG RECHARGE/PYTM,,17/06/26,617.88,,259996.29
18/06/26,POS 4400XXXXXXXX7693 DECATHLON SPORTS INDIA,,18/06/26,5651.74,,254344.55
18/06/26,UPI/112533144055/SWIGGY FOOD ORDER/HDFC,,18/06/26,793.31,,253551.24
18/06/26,UPI/457022177210/PHARMEASY ONLINE/ICIC,,18/06/26,2038.85,,251512.39
19/06/26,ACH DR GOOGLE ONE STORAGE,,19/06/26,210.00,,251302.39
19/06/26,UPI/329701461256/BARBEQUE NATION HOSP/HDFC,,19/06/26,1706.13,,249596.26
19/06/26,UPI/597343720979/PAYTM FASTAG RECHARGE/PYTM,,19/06/26,801.68,,248794.58
19/06/26,UPI/634441184344/URBAN COMPANY SALON/HDFC,,19/06/26,1189.87,,247604.71
20/06/26,POS 4392XXXXXXXX3519 THIRD WAVE COFFEE,,20/06/26,301.46,,247303.25
21/06/26,UPI/736911411033/UBER INDIA SYSTEMS/HDFC,,21/06/26,307.98,,246995.27
21/06/26,UPI/868861106531/LICIOUS MEAT DELIVERY/HDFC,,21/06/26,1653.72,,245341.55
22/06/26,ACH DR AMAZON PRIME MEMBERSHIP,,22/06/26,1499.00,,243842.55
23/06/26,UPI/711215337229/OLA CABS ANI TECH/PAYTM,,23/06/26,789.33,,243053.22
26/06/26,POS 4782XXXXXXXX8091 MCDONALDS INDIA PVT,,26/06/26,379.50,,242673.72
26/06/26,UPI/269635112867/AMAZON SELLER SERV REFUND/HDFC,,26/06/26,,789.06,243462.78
26/06/26,UPI/568419305844/NAMMA YATRI/AXIS,,26/06/26,377.62,,243085.16
27/06/26,IMPS DR-178578395-SELF TRANSFER TO SAVINGS AC,,27/06/26,23458.19,,219626.97
27/06/26,UPI/190788923833/ZOMATO ONLINE ORDER/YESB,,27/06/26,599.38,,219027.59
27/06/26,UPI/480317048980/RAPIDO BIKE TAXI/YESB,,27/06/26,73.09,,218954.50
28/06/26,POS 5570XXXXXXXX7483 STEAM GAMES VALVE CORP,,28/06/26,1935.94,,217018.56
29/06/26,UPI/125077448681/DOMINOS PIZZA IND/ICIC,,29/06/26,353.80,,216664.76
30/06/26,POS 4686XXXXXXXX4196 STARBUCKS COFFEE INDIA,,30/06/26,347.04,,216317.72
01/07/26,NEFT CR-HDFC0000123-ACME TECHNOLOGIES PVT LTD-SALARY JUL26,,01/07/26,,199089.75,415407.47
01/07/26,UPI/347736160078/UBER INDIA SYSTEMS/HDFC,,01/07/26,302.56,,415104.91
02/07/26,UPI/211802379341/BIGBASKET SUPERMKT/ICIC,,02/07/26,4080.81,,411024.10
02/07/26,UPI/714542935357/NOBROKER PAY RENT LANDLORD/HDFC,,02/07/26,34000.00,,377024.10
03/07/26,UPI/362341974953/BARBEQUE NATION HOSP/HDFC,,03/07/26,3045.92,,373978.18
04/07/26,POS 4837XXXXXXXX3013 STEAM GAMES VALVE CORP,,04/07/26,1163.46,,372814.72
04/07/26,UPI/508791059744/UBER INDIA SYSTEMS/HDFC,,04/07/26,478.07,,372336.65
04/07/26,UPI/966994706920/BLINKIT GROCERY/HDFC,,04/07/26,1471.88,,370864.77
05/07/26,ACH DR HDFC BANK HOME LOAN EMI JUL26,,05/07/26,21500.00,,349364.77
05/07/26,UPI/326016121089/RAPIDO BIKE TAXI/YESB,,05/07/26,113.21,,349251.56
05/07/26,UPI/475066157494/ZEPTO NOW/YESB,,05/07/26,1042.25,,348209.31
05/07/26,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,05/07/26,1199.00,,347010.31
06/07/26,UPI/430907306459/BARBEQUE NATION HOSP/HDFC,,06/07/26,2610.70,,344399.61
06/07/26,UPI/849120261370/ZERODHA BROKING MF SIP/ZERO,,06/07/26,20000.00,,324399.61
07/07/26,ACH DR NETFLIX ENTERTAINMENT SVC,,07/07/26,783.00,,323616.61
07/07/26,POS 4413XXXXXXXX1790 CHAAYOS TEA CAFE,,07/07/26,360.18,,323256.43
08/07/26,UPI/765174248996/OLA CABS ANI TECH/PAYTM,,08/07/26,746.45,,322509.98
08/07/26,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,08/07/26,1857.74,,320652.24
09/07/26,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,09/07/26,3015.00,,317637.24
11/07/26,ACH DR SPOTIFY INDIA PREMIUM,,11/07/26,164.00,,317473.24
11/07/26,UPI/210143919838/LICIOUS MEAT DELIVERY/HDFC,,11/07/26,800.87,,316672.37
11/07/26,UPI/275818044385/BARBEQUE NATION HOSP/HDFC,,11/07/26,2576.43,,314095.94
11/07/26,UPI/753525564543/NAMMA YATRI/AXIS,,11/07/26,173.79,,313922.15
12/07/26,ATW-4239XXXXXXXX8180-HDFC BANK ATM CASH WITHDRAWAL,,12/07/26,5000.00,,308922.15
12/07/26,POS 4982XXXXXXXX4877 PVR CINEMAS LTD,,12/07/26,1250.46,,307671.69
12/07/26,UPI/208604850085/MAHANAGAR GAS BILL PAY/MGAS,,12/07/26,804.68,,306867.01
12/07/26,UPI/552332049836/SWIGGY FOOD ORDER/HDFC,,12/07/26,288.07,,306578.94
14/07/26,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,14/07/26,599.00,,305979.94
16/07/26,ACH DR ADOBE CREATIVE CLOUD,,16/07/26,1846.00,,304133.94
16/07/26,UPI/274964670006/PAYTM FASTAG RECHARGE/PYTM,,16/07/26,966.62,,303167.32
16/07/26,UPI/514364722054/CRED CLUB CREDIT CARD BILL/AXIS,,16/07/26,13902.44,,289264.88
16/07/26,UPI/617946585159/ZOMATO ONLINE ORDER/YESB,,16/07/26,247.37,,289017.51
17/07/26,UPI/901922707844/NAMMA YATRI/AXIS,,17/07/26,194.89,,288822.62
18/07/26,UPI/722273008256/ZEPTO NOW/YESB,,18/07/26,1036.49,,287786.13
19/07/26,ACH DR GOOGLE ONE STORAGE,,19/07/26,210.00,,287576.13
19/07/26,UPI/519259885902/NAMMA YATRI/AXIS,,19/07/26,364.70,,287211.43
22/07/26,UPI/528221652596/BIGBASKET SUPERMKT/ICIC,,22/07/26,2645.85,,284565.58
23/07/26,POS 4576XXXXXXXX5898 CULT FIT FITNESS,,23/07/26,2384.01,,282181.57
23/07/26,UPI/553309522326/FLIPKART INTERNET/HDFC,,23/07/26,5190.14,,276991.43
24/07/26,POS 4206XXXXXXXX8681 THIRD WAVE COFFEE,,24/07/26,283.69,,276707.74
25/07/26,UPI/426238925458/OLA CABS ANI TECH/PAYTM,,25/07/26,428.91,,276278.83
26/07/26,POS 5034XXXXXXXX4661 CHAAYOS TEA CAFE,,26/07/26,420.61,,275858.22
26/07/26,POS 5490XXXXXXXX8874 STEAM GAMES VALVE CORP,,26/07/26,1251.21,,274607.01
27/07/26,POS 4725XXXXXXXX4713 IKEA INDIA PVT LTD,,27/07/26,1892.38,,272714.63
27/07/26,UPI/797752757573/PAYTM FASTAG RECHARGE/PYTM,,27/07/26,960.24,,271754.39
28/07/26,IMPS DR-514233127-SELF TRANSFER TO SAVINGS AC,,28/07/26,25058.84,,246695.55
28/07/26,UPI/951412108068/NAMMA YATRI/AXIS,,28/07/26,221.59,,246473.96
29/07/26,UPI/572671470337/NAMMA YATRI/AXIS,,29/07/26,247.85,,246226.11
31/07/26,POS 5344XXXXXXXX7561 LAKME SALON,,31/07/26,2421.08,,243805.03
31/07/26,UPI/764970071976/RAPIDO BIKE TAXI/YESB,,31/07/26,61.02,,243744.01
01/08/26,NEFT CR-HDFC0000123-ACME TECHNOLOGIES PVT LTD-SALARY AUG26,,01/08/26,,199724.04,443468.05
01/08/26,UPI/548913387716/UBER INDIA SYSTEMS/HDFC,,01/08/26,246.29,,443221.76
02/08/26,UPI/174209985077/BEHROUZ BIRYANI/PAYTM,,02/08/26,847.90,,442373.86
02/08/26,UPI/985075118332/NOBROKER PAY RENT LANDLORD/HDFC,,02/08/26,34000.00,,408373.86
