Account Name,DUAL-INCOME HOUSEHOLD WITH A CHILD
Account Number,______4898

Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
12 Oct 2025,12 Oct 2025,UPI/229214702620/MAHANAGAR GAS BILL PAY/MGAS,,694.68,,804904.89
12 Oct 2025,12 Oct 2025,UPI/391546059283/BOOKMYSHOW TICKETS/HDFC,,1720.57,,803184.32
13 Oct 2025,13 Oct 2025,UPI/356836110068/SWIGGY FOOD ORDER/HDFC,,1098.14,,802086.18
13 Oct 2025,13 Oct 2025,UPI/991016312158/UBER INDIA SYSTEMS/HDFC,,596.60,,801489.58
14 Oct 2025,14 Oct 2025,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,800752.58
16 Oct 2025,16 Oct 2025,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,798733.58
18 Oct 2025,18 Oct 2025,POS 4671XXXXXXXX7011 AMAZON SELLER SERVICES,,10889.86,,787843.72
18 Oct 2025,18 Oct 2025,UPI/511667451757/BEHROUZ BIRYANI/PAYTM,,1387.15,,786456.57
19 Oct 2025,19 Oct 2025,ACH DR GOOGLE ONE STORAGE,,242.00,,786214.57
19 Oct 2025,19 Oct 2025,UPI/436524824877/RAPIDO BIKE TAXI/YESB,,253.23,,785961.34
20 Oct 2025,20 Oct 2025,NEFT DR-DR MEHTA MULTISPECIALITY-MEDICAL PROCEDURE,,72000.00,,713961.34
20 Oct 2025,20 Oct 2025,UPI/320748742383/NYKAA ECOMM/ICIC,,1470.46,,712490.88
21 Oct 2025,21 Oct 2025,UPI/328952310437/DOMINOS PIZZA IND/ICIC,,1346.53,,711144.35
22 Oct 2025,22 Oct 2025,POS 5448XXXXXXXX3643 TANISHQ JEWELLERY DIWALI,,27772.28,,683372.07
22 Oct 2025,22 Oct 2025,UPI/188253236103/RAPIDO BIKE TAXI/YESB,,82.21,,683289.86
23 Oct 2025,23 Oct 2025,POS 4018XXXXXXXX8061 IKEA INDIA PVT LTD,,4320.47,,678969.39
24 Oct 2025,24 Oct 2025,ATW-4045XXXXXXXX7567-HDFC BANK ATM CASH WITHDRAWAL,,2000.00,,676969.39
24 Oct 2025,24 Oct 2025,UPI/834302564447/APOLLO PHARMACY/HDFC,,2164.45,,674804.94
25 Oct 2025,25 Oct 2025,POS 4578XXXXXXXX3189 THIRD WAVE COFFEE,,445.33,,674359.61
25 Oct 2025,25 Oct 2025,UPI/474576816282/BLINKIT GROCERY/HDFC,,462.62,,673896.99
29 Oct 2025,29 Oct 2025,UPI/188107906489/BARBEQUE NATION HOSP/HDFC,,3235.51,,670661.48
31 Oct 2025,31 Oct 2025,POS 4717XXXXXXXX2770 MCDONALDS INDIA PVT,,897.61,,669763.87
01 Nov 2025,01 Nov 2025,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY NOV25,,,335042.63,1004806.50
02 Nov 2025,02 Nov 2025,POS 4526XXXXXXXX5594 CHAAYOS TEA CAFE,,709.17,,1004097.33
02 Nov 2025,02 Nov 2025,UPI/755892969529/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,952097.33
03 Nov 2025,03 Nov 2025,POS 4162XXXXXXXX8373 CULT FIT FITNESS,,3367.22,,948730.11
03 Nov 2025,03 Nov 2025,POS 4974XXXXXXXX1150 DECATHLON SPORTS INDIA,,5620.09,,943110.02
04 Nov 2025,04 Nov 2025,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,924610.02
04 Nov 2025,04 Nov 2025,POS 4399XXXXXXXX8486 IRCTC RAIL TICKET BOOKING,,1585.37,,923024.65
04 Nov 2025,04 Nov 2025,POS 4871XXXXXXXX6220 STARBUCKS COFFEE INDIA,,796.04,,922228.61
05 Nov 2025,05 Nov 2025,ACH DR HDFC BANK HOME LOAN EMI NOV25,,38000.00,,884228.61
05 Nov 2025,05 Nov 2025,UPI/290989267040/BARBEQUE NATION HOSP/HDFC,,2068.98,,882159.63
05 Nov 2025,05 Nov 2025,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,880764.63
06 Nov 2025,06 Nov 2025,UPI/807608769933/COUNTRY DELIGHT MILK/AXIS,,1125.80,,879638.83
06 Nov 2025,06 Nov 2025,UPI/808357332553/ZERODHA BROKING MF SIP/ZERO,,35000.00,,844638.83
07 Nov 2025,07 Nov 2025,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,843828.83
08 Nov 2025,08 Nov 2025,POS 4226XXXXXXXX3020 MCDONALDS INDIA PVT,,1131.68,,842697.15
08 Nov 2025,08 Nov 2025,UPI/546656567591/OLA CABS ANI TECH/PAYTM,,248.04,,842449.11
08 Nov 2025,08 Nov 2025,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,4446.69,,838002.42
09 Nov 2025,09 Nov 2025,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,835552.42
09 Nov 2025,09 Nov 2025,POS 4310XXXXXXXX9611 STARBUCKS COFFEE INDIA,,774.17,,834778.25
09 Nov 2025,09 Nov 2025,UPI/267692091116/LICIOUS MEAT DELIVERY/HDFC,,2277.53,,832500.72
10 Nov 2025,10 Nov 2025,UPI/902298400041/BEHROUZ BIRYANI/PAYTM,,1088.28,,831412.44
10 Nov 2025,10 Nov 2025,UPI/956752579056/RAPIDO BIKE TAXI/YESB,,103.45,,831308.99
11 Nov 2025,11 Nov 2025,ACH DR SPOTIFY INDIA PREMIUM,,206.00,,831102.99
11 Nov 2025,11 Nov 2025,POS 5047XXXXXXXX9802 CHAAYOS TEA CAFE,,498.05,,830604.94
12 Nov 2025,12 Nov 2025,UPI/234755853043/MAHANAGAR GAS BILL PAY/MGAS,,929.27,,829675.67
12 Nov 2025,12 Nov 2025,UPI/967140824664/OLA CABS ANI TECH/PAYTM,,778.31,,828897.36
12 Nov 2025,12 Nov 2025,UPI/980348283460/COUNTRY DELIGHT MILK/AXIS,,1157.38,,827739.98
13 Nov 2025,13 Nov 2025,POS 4775XXXXXXXX3076 AMAZON SELLER SERVICES,,5915.25,,821824.73
13 Nov 2025,13 Nov 2025,UPI/117142639100/BEHROUZ BIRYANI/PAYTM,,664.96,,821159.77
14 Nov 2025,14 Nov 2025,UPI/646496872224/RAPIDO BIKE TAXI/YESB,,222.60,,820937.17
14 Nov 2025,14 Nov 2025,UPI/754269130067/BLINKIT GROCERY/HDFC,,1045.60,,819891.57
14 Nov 2025,14 Nov 2025,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,819154.57
15 Nov 2025,15 Nov 2025,UPI/776918700090/CRED CLUB CREDIT CARD BILL/AXIS,,11561.14,,807593.43
16 Nov 2025,16 Nov 2025,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,805574.43
16 Nov 2025,16 Nov 2025,POS 5218XXXXXXXX5962 STARBUCKS COFFEE INDIA,,1037.10,,804537.33
16 Nov 2025,16 Nov 2025,UPI/848900741177/LICIOUS MEAT DELIVERY/HDFC,,2049.20,,802488.13
17 Nov 2025,17 Nov 2025,UPI/199379068252/BARBEQUE NATION HOSP/HDFC,,1922.43,,800565.70
17 Nov 2025,17 Nov 2025,UPI/653231540960/BLINKIT GROCERY/HDFC,,485.85,,800079.85
18 Nov 2025,18 Nov 2025,POS 4300XXXXXXXX2617 HPCL PETROL PUMP,,2853.95,,797225.90
18 Nov 2025,18 Nov 2025,UPI/634621964396/BEHROUZ BIRYANI/PAYTM,,1460.70,,795765.20
19 Nov 2025,19 Nov 2025,ACH DR GOOGLE ONE STORAGE,,242.00,,795523.20
20 Nov 2025,20 Nov 2025,POS 4584XXXXXXXX4037 AMAZON SELLER SERVICES,,2335.99,,793187.21
21 Nov 2025,21 Nov 2025,ATW-5361XXXXXXXX8132-HDFC BANK ATM CASH WITHDRAWAL,,3000.00,,790187.21
22 Nov 2025,22 Nov 2025,UPI/651924959643/ZOMATO ONLINE ORDER/YESB,,1413.13,,788774.08
24 Nov 2025,24 Nov 2025,UPI/461328410340/UBER INDIA SYSTEMS/HDFC,,941.01,,787833.07
26 Nov 2025,26 Nov 2025,POS 4007XXXXXXXX7051 CHAAYOS TEA CAFE,,229.05,,787604.02
26 Nov 2025,26 Nov 2025,UPI/131315116497/BLINKIT GROCERY/HDFC,,1129.03,,786474.99
27 Nov 2025,27 Nov 2025,UPI/207575274213/BARBEQUE NATION HOSP/HDFC,,4228.28,,782246.71
28 Nov 2025,28 Nov 2025,ATM CASH WDL CHARGE EXCEEDING FREE LIMIT INCL GST,,25.96,,782220.75
29 Nov 2025,29 Nov 2025,POS 4634XXXXXXXX1937 IRCTC RAIL TICKET BOOKING,,2256.50,,779964.25
29 Nov 2025,29 Nov 2025,POS 5552XXXXXXXX2040 CHAAYOS TEA CAFE,,577.31,,779386.94
30 Nov 2025,30 Nov 2025,UPI/855722471272/PHARMEASY ONLINE/ICIC,,1977.99,,777408.95
30 Nov 2025,30 Nov 2025,UPI/990021580706/NAMMA YATRI/AXIS,,412.26,,776996.69
01 Dec 2025,01 Dec 2025,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY DEC25,,,334449.94,1111446.63
01 Dec 2025,01 Dec 2025,POS 4748XXXXXXXX2956 CHAAYOS TEA CAFE,,566.82,,1110879.81
02 Dec 2025,02 Dec 2025,UPI/687864866299/PAYTM FASTAG RECHARGE/PYTM,,1326.42,,1109553.39
02 Dec 2025,02 Dec 2025,UPI/973027765923/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,1057553.39
03 Dec 2025,03 Dec 2025,POS 4230XXXXXXXX5195 MCDONALDS INDIA PVT,,739.93,,1056813.46
03 Dec 2025,03 Dec 2025,UPI/607743869579/NYKAA ECOMM/ICIC,,4774.05,,1052039.41
04 Dec 2025,04 Dec 2025,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,1033539.41
05 Dec 2025,05 Dec 2025,ACH DR HDFC BANK HOME LOAN EMI DEC25,,38000.00,,995539.41
05 Dec 2025,05 Dec 2025,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,994144.41
06 Dec 2025,06 Dec 2025,POS 5203XXXXXXXX4091 PVR CINEMAS LTD,,1312.82,,992831.59
06 Dec 2025,06 Dec 2025,UPI/737193634387/ZERODHA BROKING MF SIP/ZERO,,35000.00,,957831.59
07 Dec 2025,07 Dec 2025,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,957021.59
07 Dec 2025,07 Dec 2025,UPI/535441849508/BIGBASKET SUPERMKT/ICIC,,4738.30,,952283.29
07 Dec 2025,07 Dec 2025,UPI/612092362538/SWIGGY FOOD ORDER/HDFC,,944.86,,951338.43
07 Dec 2025,07 Dec 2025,UPI/890792312403/OLA CABS ANI TECH/PAYTM,,800.97,,950537.46
08 Dec 2025,08 Dec 2025,UPI/196254021402/URBAN COMPANY SALON/HDFC,,2042.53,,948494.93
08 Dec 2025,08 Dec 2025,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,2487.89,,946007.04
09 Dec 2025,09 Dec 2025,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,943557.04
09 Dec 2025,09 Dec 2025,POS 4786XXXXXXXX8723 THIRD WAVE COFFEE,,495.23,,943061.81
09 Dec 2025,09 Dec 2025,UPI/272086939016/APOLLO PHARMACY/HDFC,,1995.42,,941066.39
10 Dec 2025,10 Dec 2025,POS 4028XXXXXXXX8111 THIRD WAVE COFFEE,,385.46,,940680.93
10 Dec 2025,10 Dec 2025,UPI/367246204599/UBER INDIA SYSTEMS/HDFC,,668.78,,940012.15
11 Dec 2025,11 Dec 2025,ACH DR SPOTIFY INDIA PREMIUM,,244.00,,939768.15
11 Dec 2025,11 Dec 2025,POS 4705XXXXXXXX3131 DECATHLON SPORTS INDIA,,8812.77,,930955.38
12 Dec 2025,12 Dec 2025,UPI/714383908358/MAHANAGAR GAS BILL PAY/MGAS,,784.98,,930170.40
13 Dec 2025,13 Dec 2025,UPI/454641389805/UBER INDIA SYSTEMS/HDFC,,672.72,,929497.68
14 Dec 2025,14 Dec 2025,UPI/245483852568/BEHROUZ BIRYANI/PAYTM,,1699.60,,927798.08
14 Dec 2025,14 Dec 2025,UPI/872310186684/NYKAA ECOMM/ICIC,,4143.85,,923654.23
14 Dec 2025,14 Dec 2025,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,922917.23
15 Dec 2025,15 Dec 2025,ATW-4506XXXXXXXX2060-HDFC BANK ATM CASH WITHDRAWAL,,10000.00,,912917.23
15 Dec 2025,15 Dec 2025,POS 4366XXXXXXXX8414 CULT FIT FITNESS,,2371.44,,910545.79
15 Dec 2025,15 Dec 2025,POS 5050XXXXXXXX3691 THIRD WAVE COFFEE,,396.27,,910149.52
15 Dec 2025,15 Dec 2025,UPI/319066804656/NAMMA YATRI/AXIS,,354.49,,909795.03
16 Dec 2025,16 Dec 2025,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,907776.03
16 Dec 2025,16 Dec 2025,UPI/343097557136/WOW MOMO FOODS/AXIS,,308.09,,907467.94
17 Dec 2025,17 Dec 2025,POS 4043XXXXXXXX4179 THIRD WAVE COFFEE,,322.21,,907145.73
18 Dec 2025,18 Dec 2025,UPI/765917009910/SWIGGY FOOD ORDER/HDFC,,813.59,,906332.14
19 Dec 2025,19 Dec 2025,ACH DR GOOGLE ONE STORAGE,,242.00,,906090.14
19 Dec 2025,19 Dec 2025,UPI/337229952101/WOW MOMO FOODS/AXIS,,329.07,,905761.07
20 Dec 2025,20 Dec 2025,POS 4657XXXXXXXX9376 AMAZON SELLER SERVICES,,6208.42,,899552.65
20 Dec 2025,20 Dec 2025,UPI/291652845885/BOOKMYSHOW TICKETS/HDFC,,510.01,,899042.64
21 Dec 2025,21 Dec 2025,POS 5538XXXXXXXX2792 MCDONALDS INDIA PVT,,673.14,,898369.50
22 Dec 2025,22 Dec 2025,ACH DR AMAZON PRIME MEMBERSHIP,,1499.00,,896870.50
22 Dec 2025,22 Dec 2025,UPI/944131728865/PAYTM FASTAG RECHARGE/PYTM,,682.33,,896188.17
23 Dec 2025,23 Dec 2025,UPI/592133064335/URBAN COMPANY SALON/HDFC,,1802.46,,894385.71
24 Dec 2025,24 Dec 2025,UPI/961555138950/SWIGGY FOOD ORDER/HDFC,,1065.78,,893319.93
25 Dec 2025,25 Dec 2025,ATW-4682XXXXXXXX1439-HDFC BANK ATM CASH WITHDRAWAL,,2000.00,,891319.93
27 Dec 2025,27 Dec 2025,POS 5131XXXXXXXX6883 THIRD WAVE COFFEE,,638.47,,890681.46
27 Dec 2025,27 Dec 2025,UPI/152280451529/BOOKMYSHOW TICKETS/HDFC,,1259.85,,889421.61
27 Dec 2025,27 Dec 2025,UPI/730518968247/LICIOUS MEAT DELIVERY/HDFC,,2294.71,,887126.90
28 Dec 2025,28 Dec 2025,POS 4043XXXXXXXX4413 CHAAYOS TEA CAFE,,452.91,,886673.99
30 Dec 2025,30 Dec 2025,UPI/106519704052/BARBEQUE NATION HOSP/HDFC,,4480.14,,882193.85
01 Jan 2026,01 Jan 2026,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY JAN26,,,333904.70,1216098.55
01 Jan 2026,01 Jan 2026,POS 5065XXXXXXXX4968 AMAZON SELLER SERVICES,,4035.20,,1212063.35
01 Jan 2026,01 Jan 2026,UPI/592237569694/WOW MOMO FOODS/AXIS,,348.74,,1211714.61
02 Jan 2026,02 Jan 2026,UPI/174859985068/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,1159714.61
02 Jan 2026,02 Jan 2026,UPI/226235403793/ZOMATO ONLINE ORDER/YESB,,681.87,,1159032.74
02 Jan 2026,02 Jan 2026,UPI/979845289828/NAMMA YATRI/AXIS,,504.19,,1158528.55
03 Jan 2026,03 Jan 2026,POS 5520XXXXXXXX9924 PVR CINEMAS LTD,,1396.85,,1157131.70
03 Jan 2026,03 Jan 2026,UPI/927737515875/NAMMA YATRI/AXIS,,510.60,,1156621.10
04 Jan 2026,04 Jan 2026,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,1138121.10
04 Jan 2026,04 Jan 2026,POS 4453XXXXXXXX8895 STARBUCKS COFFEE INDIA,,967.63,,1137153.47
04 Jan 2026,04 Jan 2026,UPI/878697754231/ZEPTO NOW/YESB,,786.31,,1136367.16
05 Jan 2026,05 Jan 2026,ACH DR HDFC BANK HOME LOAN EMI JAN26,,38000.00,,1098367.16
05 Jan 2026,05 Jan 2026,UPI/345106292248/BLINKIT GROCERY/HDFC,,2249.52,,1096117.64
05 Jan 2026,05 Jan 2026,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,1094722.64
06 Jan 2026,06 Jan 2026,ATW-4614XXXXXXXX3754-HDFC BANK ATM CASH WITHDRAWAL,,3000.00,,1091722.64
06 Jan 2026,06 Jan 2026,UPI/854442880124/WOW MOMO FOODS/AXIS,,269.74,,1091452.90
06 Jan 2026,06 Jan 2026,UPI/930364403408/ZERODHA BROKING MF SIP/ZERO,,35000.00,,1056452.90
07 Jan 2026,07 Jan 2026,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,1055642.90
07 Jan 2026,07 Jan 2026,UPI/697733534170/ZOMATO ONLINE ORDER/YESB,,835.38,,1054807.52
08 Jan 2026,08 Jan 2026,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,4405.37,,1050402.15
09 Jan 2026,09 Jan 2026,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,1047952.15
09 Jan 2026,09 Jan 2026,UPI/762915911662/APOLLO PHARMACY/HDFC,,394.54,,1047557.61
10 Jan 2026,10 Jan 2026,NEFT DR-GREENWOOD HIGH SCHOOL-TERM FEE,,46000.00,,1001557.61
10 Jan 2026,10 Jan 2026,UPI/679162469165/BIGBASKET SUPERMKT/ICIC,,3307.53,,998250.08
11 Jan 2026,11 Jan 2026,ACH DR SPOTIFY INDIA PREMIUM,,244.00,,998006.08
11 Jan 2026,11 Jan 2026,POS 5205XXXXXXXX2781 IKEA INDIA PVT LTD,,2657.87,,995348.21
11 Jan 2026,11 Jan 2026,UPI/145039678453/BARBEQUE NATION HOSP/HDFC,,4842.61,,990505.60
11 Jan 2026,11 Jan 2026,UPI/776642828573/LICIOUS MEAT DELIVERY/HDFC,,2115.74,,988389.86
11 Jan 2026,11 Jan 2026,UPI/915033907708/UBER INDIA SYSTEMS/HDFC,,465.18,,987924.68
12 Jan 2026,12 Jan 2026,POS 4462XXXXXXXX3542 CROMA ELECTRONICS APPLE MACBOOK,,164900.00,,823024.68
12 Jan 2026,12 Jan 2026,UPI/707982832627/MAHANAGAR GAS BILL PAY/MGAS,,692.02,,822332.66
14 Jan 2026,14 Jan 2026,IMPS CR-249862572-PERFORMANCE INCENTIVE PAYOUT,,,19662.85,841995.51
14 Jan 2026,14 Jan 2026,POS 4080XXXXXXXX8508 STARBUCKS COFFEE INDIA,,400.40,,841595.11
14 Jan 2026,14 Jan 2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,840858.11
16 Jan 2026,16 Jan 2026,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,838839.11
16 Jan 2026,16 Jan 2026,POS 4139XXXXXXXX8544 MYNTRA DESIGNS PVT LTD,,3874.92,,834964.19
17 Jan 2026,17 Jan 2026,UPI/190455223035/BARBEQUE NATION HOSP/HDFC,,5389.88,,829574.31
17 Jan 2026,17 Jan 2026,UPI/865705913547/LICIOUS MEAT DELIVERY/HDFC,,1052.65,,828521.66
18 Jan 2026,18 Jan 2026,UPI/762541433662/DOMINOS PIZZA IND/ICIC,,1473.30,,827048.36
19 Jan 2026,19 Jan 2026,ACH DR GOOGLE ONE STORAGE,,266.00,,826782.36
20 Jan 2026,20 Jan 2026,UPI/283137407401/UBER INDIA SYSTEMS/HDFC,,429.18,,826353.18
20 Jan 2026,20 Jan 2026,UPI/847155258515/CRED CLUB CREDIT CARD BILL/AXIS,,11867.57,,814485.61
22 Jan 2026,22 Jan 2026,UPI/250890242277/BEHROUZ BIRYANI/PAYTM,,1124.83,,813360.78
22 Jan 2026,22 Jan 2026,UPI/667649842644/NAMMA YATRI/AXIS,,509.06,,812851.72
23 Jan 2026,23 Jan 2026,UPI/113322569180/URBAN COMPANY SALON/HDFC,,2665.76,,810185.96
24 Jan 2026,24 Jan 2026,POS 4304XXXXXXXX2980 DMART AVENUE SUPERMARTS,,5243.84,,804942.12
25 Jan 2026,25 Jan 2026,ATW-4528XXXXXXXX6985-HDFC BANK ATM CASH WITHDRAWAL,,3000.00,,801942.12
25 Jan 2026,25 Jan 2026,POS 5170XXXXXXXX4462 PVR CINEMAS LTD,,1218.81,,800723.31
25 Jan 2026,25 Jan 2026,UPI/503718362602/URBAN COMPANY SALON/HDFC,,2310.76,,798412.55
25 Jan 2026,25 Jan 2026,UPI/699400679622/BARBEQUE NATION HOSP/HDFC,,3338.31,,795074.24
26 Jan 2026,26 Jan 2026,UPI/866816762161/PAYTM FASTAG RECHARGE/PYTM,,1207.62,,793866.62
27 Jan 2026,27 Jan 2026,UPI/664786898163/UBER INDIA SYSTEMS/HDFC,,1009.87,,792856.75
28 Jan 2026,28 Jan 2026,POS 4334XXXXXXXX1543 IKEA INDIA PVT LTD,,7336.33,,785520.42
28 Jan 2026,28 Jan 2026,UPI/268917653116/BLINKIT GROCERY/HDFC,,1408.84,,784111.58
28 Jan 2026,28 Jan 2026,UPI/398212144055/DOMINOS PIZZA IND/ICIC,,1482.23,,782629.35
31 Jan 2026,31 Jan 2026,POS 4735XXXXXXXX7013 DMART AVENUE SUPERMARTS,,4304.33,,778325.02
31 Jan 2026,31 Jan 2026,UPI/550555820906/DOMINOS PIZZA IND/ICIC,,1041.81,,777283.21
01 Feb 2026,01 Feb 2026,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY FEB26,,,333743.10,1111026.31
01 Feb 2026,01 Feb 2026,POS 4445XXXXXXXX1810 AMAZON SELLER SERVICES,,6924.69,,1104101.62
02 Feb 2026,02 Feb 2026,UPI/450776902325/RAPIDO BIKE TAXI/YESB,,127.17,,1103974.45
02 Feb 2026,02 Feb 2026,UPI/620253697507/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,1051974.45
03 Feb 2026,03 Feb 2026,POS 4476XXXXXXXX9217 MYNTRA DESIGNS PVT LTD,,7227.58,,1044746.87
04 Feb 2026,04 Feb 2026,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,1026246.87
04 Feb 2026,04 Feb 2026,POS 4307XXXXXXXX4900 AMAZON SELLER SERVICES,,765.69,,1025481.18
05 Feb 2026,05 Feb 2026,ACH DR HDFC BANK HOME LOAN EMI FEB26,,38000.00,,987481.18
05 Feb 2026,05 Feb 2026,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,986086.18
06 Feb 2026,06 Feb 2026,UPI/292805031474/ZERODHA BROKING MF SIP/ZERO,,35000.00,,951086.18
07 Feb 2026,07 Feb 2026,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,950276.18
08 Feb 2026,08 Feb 2026,UPI/581944796827/ZOMATO ONLINE ORDER/YESB,,616.37,,949659.81
08 Feb 2026,08 Feb 2026,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,3807.82,,945851.99
09 Feb 2026,09 Feb 2026,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,943401.99
09 Feb 2026,09 Feb 2026,POS 4133XXXXXXXX1334 HPCL PETROL PUMP,,4976.72,,938425.27
09 Feb 2026,09 Feb 2026,POS 4548XXXXXXXX8772 AMAZON SELLER SERVICES,,2052.81,,936372.46
09 Feb 2026,09 Feb 2026,UPI/211212306527/APOLLO PHARMACY/HDFC,,1517.16,,934855.30
09 Feb 2026,09 Feb 2026,UPI/676336707190/SWIGGY FOOD ORDER/HDFC,,328.75,,934526.55
10 Feb 2026,10 Feb 2026,POS 4835XXXXXXXX4951 IRCTC RAIL TICKET BOOKING,,773.27,,933753.28
11 Feb 2026,11 Feb 2026,ACH DR SPOTIFY INDIA PREMIUM,,244.00,,933509.28
11 Feb 2026,11 Feb 2026,POS 5277XXXXXXXX3693 HPCL PETROL PUMP,,2705.46,,930803.82
12 Feb 2026,12 Feb 2026,UPI/860751186207/SWIGGY FOOD ORDER/HDFC,,1043.09,,929760.73
12 Feb 2026,12 Feb 2026,UPI/933117818171/MAHANAGAR GAS BILL PAY/MGAS,,1149.90,,928610.83
13 Feb 2026,13 Feb 2026,UPI/157439806014/WOW MOMO FOODS/AXIS,,273.11,,928337.72
14 Feb 2026,14 Feb 2026,UPI/746966915344/BEHROUZ BIRYANI/PAYTM,,1288.94,,927048.78
14 Feb 2026,14 Feb 2026,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,926311.78
15 Feb 2026,15 Feb 2026,POS 4695XXXXXXXX6278 MCDONALDS INDIA PVT,,1047.85,,925263.93
16 Feb 2026,16 Feb 2026,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,923244.93
16 Feb 2026,16 Feb 2026,UPI/496853819033/RAPIDO BIKE TAXI/YESB,,254.07,,922990.86
17 Feb 2026,17 Feb 2026,ATW-4793XXXXXXXX8533-HDFC BANK ATM CASH WITHDRAWAL,,5000.00,,917990.86
18 Feb 2026,18 Feb 2026,UPI/285269634897/WOW MOMO FOODS/AXIS,,245.90,,917744.96
19 Feb 2026,19 Feb 2026,ACH DR GOOGLE ONE STORAGE,,266.00,,917478.96
19 Feb 2026,19 Feb 2026,UPI/521180293015/RAPIDO BIKE TAXI/YESB,,314.78,,917164.18
20 Feb 2026,20 Feb 2026,POS 5169XXXXXXXX9019 THIRD WAVE COFFEE,,425.08,,916739.10
21 Feb 2026,21 Feb 2026,UPI/173352040949/OLA CABS ANI TECH/PAYTM,,542.44,,916196.66
21 Feb 2026,21 Feb 2026,UPI/220724408319/DOMINOS PIZZA IND/ICIC,,688.73,,915507.93
22 Feb 2026,22 Feb 2026,UPI/100417701992/RAPIDO BIKE TAXI/YESB,,184.51,,915323.42
22 Feb 2026,22 Feb 2026,UPI/449604088815/COUNTRY DELIGHT MILK/AXIS,,1098.38,,914225.04
22 Feb 2026,22 Feb 2026,UPI/640478494980/SWIGGY FOOD ORDER/HDFC,,553.07,,913671.97
23 Feb 2026,23 Feb 2026,UPI/784674749638/OLA CABS ANI TECH/PAYTM,,512.48,,913159.49
24 Feb 2026,24 Feb 2026,POS 5264XXXXXXXX2110 HPCL PETROL PUMP,,5580.48,,907579.01
24 Feb 2026,24 Feb 2026,UPI/786544629874/CRED CLUB CREDIT CARD BILL/AXIS,,14218.09,,893360.92
26 Feb 2026,26 Feb 2026,POS 5368XXXXXXXX6501 DMART AVENUE SUPERMARTS,,6950.67,,886410.25
26 Feb 2026,26 Feb 2026,POS 5485XXXXXXXX5192 AMAZON SELLER SERVICES,,8118.25,,878292.00
26 Feb 2026,26 Feb 2026,UPI/332623053887/WOW MOMO FOODS/AXIS,,439.28,,877852.72
27 Feb 2026,27 Feb 2026,IMPS DR-855915560-SELF TRANSFER TO SAVINGS AC,,68113.59,,809739.13
27 Feb 2026,27 Feb 2026,UPI/367222693318/APOLLO PHARMACY/HDFC,,2116.53,,807622.60
27 Feb 2026,27 Feb 2026,UPI/973211900070/BEHROUZ BIRYANI/PAYTM,,1547.07,,806075.53
28 Feb 2026,28 Feb 2026,UPI/756637763756/BEHROUZ BIRYANI/PAYTM,,1348.02,,804727.51
